episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread,recharge_battery_mean,recharge_battery_min,recharge_battery_max,recharge_battery_std,first_recharge_step,recharge_gap_mean,recharge_gap_min,recharge_gap_max,recharge_from_hab1,recharge_from_hab2,recharge_from_hab3,recharge_from_other
127,16.0,0.32,50,2,12,0,,0.72,0.28,100,0,5,9,3.6817867755889893,9.0,100.0,100.0,100.0,0.0,1,4.0,2.0,14.0,0,4,7,1
128,16.0,0.32,50,2,11,0,,0.76,0.24,100,0,2,10,4.320493698120117,10.0,100.0,100.0,100.0,0.0,1,4.4,2.0,14.0,0,2,8,1
129,16.0,0.32,50,2,13,0,,0.68,0.31999999999999995,100,0,5,11,4.496912479400635,11.0,100.0,100.0,100.0,0.0,1,3.6666666666666665,2.0,13.0,0,4,8,1
130,16.0,0.32,50,2,11,0,,0.72,0.28,100,0,5,9,3.6817867755889893,9.0,100.0,100.0,100.0,0.0,1,3.8,2.0,13.0,0,4,6,1
131,16.0,0.32,50,2,11,0,,0.66,0.33999999999999997,100,0,5,12,4.921607971191406,12.0,100.0,100.0,100.0,0.0,1,4.5,2.0,14.0,0,1,9,1
132,16.0,0.32,50,2,11,0,,0.6,0.4,100,0,7,13,5.312459468841553,13.0,100.0,100.0,100.0,0.0,1,4.5,2.0,14.0,0,3,7,1
133,16.0,0.32,50,2,12,0,,0.6,0.4,100,0,4,16,6.79869270324707,16.0,100.0,100.0,100.0,0.0,1,4.0,2.0,14.0,0,3,8,1
134,16.0,0.32,50,2,12,0,,0.62,0.38,100,0,6,13,5.312459468841553,13.0,100.0,100.0,100.0,0.0,1,4.363636363636363,2.0,14.0,0,2,9,1
135,16.0,0.32,50,2,14,0,,0.7,0.30000000000000004,100,0,5,10,4.082482814788818,10.0,100.0,100.0,100.0,0.0,1,3.4615384615384617,2.0,13.0,0,5,8,1
136,16.0,0.32,50,2,12,0,,0.62,0.38,100,0,8,11,4.642796039581299,11.0,100.0,100.0,100.0,0.0,1,4.090909090909091,2.0,14.0,0,3,8,1
137,16.0,0.32,50,2,15,0,,0.66,0.33999999999999997,100,0,3,14,6.018490314483643,14.0,100.0,100.0,100.0,0.0,1,3.357142857142857,2.0,13.0,0,3,11,1
138,16.0,0.32,50,2,13,0,,0.68,0.31999999999999995,100,0,5,11,4.496912479400635,11.0,100.0,100.0,100.0,0.0,1,3.5,2.0,13.0,0,4,8,1
139,16.0,0.32,50,2,11,0,,0.6,0.4,100,0,4,16,6.79869270324707,16.0,100.0,100.0,100.0,0.0,1,4.4,2.0,13.0,0,4,6,1
